herb,中药,symptom,肝硬化症状,临床有效,临床出现,score
U56,薄荷,S17,恶心,0,1,102317
U12,巴戟天,S380,特发性血小板减少性紫癜,0,0,102317
U682,沙苑子,S445,学习障碍,0,0,102317
U941,伊贝母,S27,腹痛,0,0,102317
U260,藁本,S120,鼻炎,0,0,102317
U260,藁本,S155,发育迟缓,0,0,102317
U260,藁本,S190,沟通障碍,0,0,102317
U973,云芝,S106,抑郁,0,0,102317
U56,薄荷,S95,消瘦,0,0,102317
U682,沙苑子,S333,乳腺炎,0,0,102317
U684,山慈菇,S69,气促,0,0,102317
U858,细辛,S22,烦躁,0,1,102317
U47,柏子仁,S119,鼻窦炎,0,0,102317
U127,垂盆草,S104,厌食,0,0,102317
U685,山豆根,S62,呕吐,0,0,102317
U664,三白草,S17,恶心,0,0,102317
U884,小蓟,S121,鼻炎,0,0,102317
U47,柏子仁,S104,厌食,0,0,102317
U169,地丁,S95,消瘦,0,1,102317
U127,垂盆草,S21,乏力,0,1,102317
U382,藿香,S14,多汗,0,0,102317
U950,银柴胡,S64,皮肤可见出血点,0,0,102317
U959,鱼腥草,S64,皮肤可见出血点,0,0,102317
U685,山豆根,S08,不寐,0,1,102317
U127,垂盆草,S07,便溏,0,0,102317
U709,射干,S104,厌食,0,0,102317
U685,山豆根,S273,慢性进行性眼外肌麻痹,0,0,102317
U640,青蒿,S62,呕吐,0,1,102317
U104,沉香,S73,声音嘶哑,0,0,102317
U962,玉竹,S318,气胸,0,0,102317
U962,玉竹,S33,关节肿胀,0,0,102317
U383,鸡骨草,S88,头晕,0,0,102317
U823,委陵菜,S64,皮肤可见出血点,0,0,102317
U874,香薷,S109,意识障碍,0,0,102317
U120,川芎,S66,皮肤紫癜,0,0,102317
U579,木蝴蝶,S462,炎症,0,0,102317
U711,伸筋草,S360,湿疹性皮炎,0,0,102317
U425,金樱子,S20,发热,0,0,102317
U58,北豆根,S169,腹膜炎,0,0,102317
U306,合欢花,S62,呕吐,0,1,102317
U308,何首乌,S177,感觉神经性耳聋,0,0,102317
U442,橘核,S109,意识障碍,0,0,102317
U669,三七,S17,恶心,0,1,102317
U174,地黄,S155,发育迟缓,0,0,102317
U174,地黄,S318,气胸,0,0,102317
U440,菊花,S106,抑郁,0,0,102317
U484,灵芝,S62,呕吐,0,0,102317
U631,羌活,S116,白细胞减少症,0,0,102317
U631,羌活,S14,多汗,0,0,102317
U631,羌活,S169,腹膜炎,0,0,102317
U785,天花粉,S213,肌肉痉挛,0,0,102317
U630,茜草,S14,多汗,0,0,102317
U785,天花粉,S64,皮肤可见出血点,0,0,102317
U579,木蝴蝶,S80,四肢抽搐,0,0,102317
U748,水飞蓟,S73,声音嘶哑,0,0,102317
U578,木瓜,S73,声音嘶哑,0,0,102317
U606,女贞子,S65,皮肤瘙痒,0,1,102317
U488,刘寄奴,S104,厌食,0,0,102317
U108,赤芍,S69,气促,0,0,102317
U710,麝香,S62,呕吐,0,0,102317
U570,母丁香,S119,鼻窦炎,0,0,102317
U93,侧柏叶,S462,炎症,0,0,102317
U488,刘寄奴,S260,快感缺乏,0,0,102317
U912,鸦胆子,S104,厌食,0,0,102317
U1012,猪牙皂,S106,抑郁,0,0,102317
U108,赤芍,S119,鼻窦炎,0,0,102317
U442,橘核,S73,声音嘶哑,0,0,102317
U963,郁金,S411,畏光,0,0,102317
U977,皂角刺,S71,身黄,0,1,102317
U544,蔓荆子,S62,呕吐,0,1,102317
U779,桃仁,S73,声音嘶哑,0,1,102317
U784,天冬,S104,厌食,0,0,102317
U963,郁金,S95,消瘦,0,1,102317
U963,郁金,S64,皮肤可见出血点,0,0,102317
U544,蔓荆子,S172,肝脾肿大,0,0,102317
U721,石菖蒲,S483,饮食过量,0,0,102317
U953,罂粟,S65,皮肤瘙痒,0,0,102317
U751,水牛角,S25,浮肿,0,1,102317
U476,连翘,S318,气胸,0,0,102317
U363,黄柏,S64,皮肤可见出血点,0,0,102317
U59,北沙参,S14,多汗,0,0,102317
U584,木香,S447,血管炎,0,0,102317
U363,黄柏,S260,快感缺乏,0,0,102317
U774,锁阳,S380,特发性血小板减少性紫癜,0,0,102317
U826,乌梅,S177,感觉神经性耳聋,0,0,102317
U363,黄柏,S447,血管炎,0,0,102317
U437,韭菜,S62,呕吐,0,0,102317
U837,五倍子,S420,细支气管炎,0,0,102317
U892,杏仁,S318,气胸,0,0,102317
U575,木鳖子,S318,气胸,0,0,102317
U837,五倍子,S380,特发性血小板减少性紫癜,0,0,102317
U697,山茱萸,S116,白细胞减少症,0,0,102317
U874,香薷,S169,腹膜炎,0,0,102317
U141,大黄,S297,皮肤充血,0,0,102317
U269,谷精草,S200,呼吸功能受损,0,0,102317
U772,酸枣仁,S71,身黄,0,1,102317
U269,谷精草,S177,感觉神经性耳聋,0,0,102317
U435,九里香,S65,皮肤瘙痒,0,0,102317
U821,威灵仙,S07,便溏,0,1,102317
U584,木香,S128,肠炎,0,0,102317
U484,灵芝,S318,气胸,0,0,102317
U582,木通,S299,皮肤干燥,0,0,102317
U785,天花粉,S95,消瘦,0,1,102317
U242,附子,S380,特发性血小板减少性紫癜,0,0,102317
U484,灵芝,S158,发育性语言障碍,0,0,102317
U802,葶苈子,S07,便溏,0,1,102317
U484,灵芝,S112,肢体痛,0,1,102317
U566,密蒙花,S90,胃脘嘈杂,0,0,102317
U952,淫羊藿,S109,意识障碍,0,1,102317
U951,银杏叶,S64,皮肤可见出血点,0,0,102317
U758,四季青,S07,便溏,0,0,102317
U636,秦皮,S318,气胸,0,0,102317
U793,天竺黄,S109,意识障碍,0,0,102317
U636,秦皮,S104,厌食,0,0,102317
U793,天竺黄,S260,快感缺乏,0,0,102317
U682,沙苑子,S33,关节肿胀,0,0,102317
U156,丹皮,S119,鼻窦炎,0,0,102317
U575,木鳖子,S48,咳嗽,0,0,102317
U829,乌药,S06,便秘,0,1,102317
U17,白附子,S428,小脑性共济失调,0,0,102317
U17,白附子,S273,慢性进行性眼外肌麻痹,0,0,102317
U519,罗布麻叶,S368,睡眠呼吸障碍,0,0,102317
U52,半边莲,S200,呼吸功能受损,0,0,102317
U505,芦荟,S95,消瘦,0,0,102317
U45,百合,S104,厌食,0,0,102317
U243,覆盆子,S109,意识障碍,0,0,102317
U346,槲寄生,S95,消瘦,0,1,102317
U4,矮地茶,S380,特发性血小板减少性紫癜,0,0,102317
U162,当归,S318,气胸,0,0,102317
U679,桑叶,S38,呼吸困难,0,0,102317
U302,海藻,S104,厌食,0,0,102317
U106,陈皮,S95,消瘦,1,1,102317
U4,矮地茶,S21,乏力,0,1,102317
U339,胡椒,S119,鼻窦炎,0,0,102317
U346,槲寄生,S20,发热,0,1,102317
U185,丁香,S119,鼻窦炎,0,0,102317
U38,白头翁,S106,抑郁,0,0,102317
U234,佛手,S420,细支气管炎,0,0,102317
U164,党参,S462,炎症,0,0,102317
U195,豆蔻,S260,快感缺乏,0,0,102317
U165,刀豆,S62,呕吐,0,0,102317
U390,积雪草,S65,皮肤瘙痒,0,0,102317
U150,大枣,S363,书写障碍,0,0,102317
U505,芦荟,S213,肌肉痉挛,0,0,102317
U3,阿魏,S07,便溏,0,0,102317
U465,狼毒,S87,头痛,0,0,102317
U678,桑椹,S62,呕吐,0,0,102317
U162,当归,S363,书写障碍,0,0,102317
U321,红参,S112,肢体痛,0,0,102317
U172,地肤子,S299,皮肤干燥,0,0,102317
U292,蛤蚧,S95,消瘦,0,0,102317
U311,荷叶,S62,呕吐,0,1,102317
U439,桔梗,S420,细支气管炎,0,0,102317
U21,白及,S69,气促,0,1,102317
U679,桑叶,S14,多汗,0,0,102317
U175,地锦草,S90,胃脘嘈杂,0,0,102317
U286,桂枝,S273,慢性进行性眼外肌麻痹,0,0,102317
U188,冬虫夏草,S158,发育性语言障碍,0,0,102317
U211,番泻叶,S306,皮疹,0,0,102317
U286,桂枝,S368,睡眠呼吸障碍,0,0,102317
U516,路路通,S27,腹痛,0,1,102317
U21,白及,S299,皮肤干燥,0,0,102317
U189,冬瓜皮,S169,腹膜炎,0,0,102317
U476,连翘,S17,恶心,1,1,102317
U338,胡黄连,S90,胃脘嘈杂,0,0,102317
U45,百合,S299,皮肤干燥,0,0,102317
U34,白前,S69,气促,0,0,102317
U296,海风藤,S109,意识障碍,0,0,102317
U351,花椒,S260,快感缺乏,0,0,102317
U475,连钱草,S17,恶心,0,0,102317
U467,老鹳草,S17,恶心,0,0,102317
U148,大血藤,S07,便溏,0,1,102317
U393,蒺藜,S109,意识障碍,0,0,102317
U183,丁公藤,S62,呕吐,0,0,102317
U162,当归,S90,胃脘嘈杂,0,1,102317
U669,三七,S48,咳嗽,1,1,102317
U150,大枣,S299,皮肤干燥,0,0,102317
U214,防风,S462,炎症,0,0,102317
U236,茯苓,S106,抑郁,0,0,102317
U214,防风,S62,呕吐,0,1,102317
U674,桑白皮,S106,抑郁,0,0,102317
U3,阿魏,S17,恶心,0,0,102317
U50,板蓝根,S62,呕吐,0,1,102317
U346,槲寄生,S17,恶心,0,1,102317
U199,独一味,S27,腹痛,0,0,102317
U477,莲房,S104,厌食,0,0,102317
U302,海藻,S17,恶心,0,1,102317
U680,桑枝,S299,皮肤干燥,0,0,102317
U202,杜仲叶,S06,便秘,0,0,102317
U962,玉竹,S21,乏力,1,1,102317
U628,前胡,S07,便溏,0,1,102317
U351,花椒,S119,鼻窦炎,0,0,102317
U674,桑白皮,S71,身黄,0,1,102317
U24,白芥子,S21,乏力,0,1,102317
U36,白芍,S318,气胸,0,0,102317
U34,白前,S172,肝脾肿大,0,0,102317
U216,防己,S88,头晕,0,1,102317
U3,阿魏,S27,腹痛,0,0,102317
U214,防风,S95,消瘦,0,1,102317
U202,杜仲叶,S306,皮疹,0,0,102317
U146,大青叶,S128,肠炎,0,0,102100
U244,甘草,S217,肌张力障碍,0,0,102097
U54,半夏,S87,头痛,0,1,101946
U265,钩藤,S87,头痛,0,1,101946
U146,大青叶,S87,头痛,0,0,101926.5
U503,漏芦,S398,痛觉过敏,0,0,101898.5
U174,地黄,S398,痛觉过敏,0,0,101898.5
U313,鹤虱,S25,浮肿,0,0,101898.5
U462,辣椒,S87,头痛,0,0,101898.5
U597,牛黄,S95,消瘦,0,1,101873
U156,丹皮,S69,气促,0,1,101873
U425,金樱子,S501,主观性眩晕,0,0,101873
U50,板蓝根,S119,鼻窦炎,0,0,101873
U189,冬瓜皮,S69,气促,0,0,101873
U841,五味子,S321,强直,0,0,101873
U108,赤芍,S106,抑郁,0,0,101873
U164,党参,S420,细支气管炎,0,0,101873
U160,淡豆豉,S69,气促,0,0,101873
U829,乌药,S112,肢体痛,0,1,101873
U480,莲子心,S106,抑郁,0,0,101873
U207,儿茶,S06,便秘,0,0,101873
U1010,猪苓,S128,肠炎,0,0,101873
U118,川楝子,S69,气促,0,0,101873
U970,远志,S21,乏力,0,1,101873
U370,黄精,S420,细支气管炎,0,0,101873
U91,草乌,S420,细支气管炎,0,0,101873
U713,升麻,S158,发育性语言障碍,0,0,101873
U401,焦槟榔,S69,气促,0,0,101873
U467,老鹳草,S306,皮疹,0,0,101873
U143,大蓟,S360,湿疹性皮炎,0,0,101873
U610,佩兰,S420,细支气管炎,0,0,101873
U44,百部,S88,头晕,0,1,101873
U999,枳实,S33,关节肿胀,0,0,101873
U201,杜仲,S69,气促,0,1,101873
U795,甜瓜子,S128,肠炎,0,0,101873
U558,没药,S69,气促,0,0,101873
U375,黄芩,S66,皮肤紫癜,0,1,101873
U774,锁阳,S69,气促,0,0,101873
U774,锁阳,S88,头晕,0,0,101873
U898,徐长卿,S368,睡眠呼吸障碍,0,0,101873
U570,母丁香,S21,乏力,0,0,101873
U1033,紫菀,S69,气促,0,1,101873
U740,熟地,S104,厌食,0,0,101873
U504,芦根,S69,气促,0,0,101873
U862,仙茅,S71,身黄,0,0,101873
U430,荆芥,S282,脑积水的不良事件,0,0,101873
U709,射干,S411,畏光,0,0,101873
U590,南沙参,S109,意识障碍,0,0,101873
U642,青皮,S06,便秘,0,1,101873
U274,瓜蒌,S498,智力障碍,0,0,101873
U803,通草,S17,恶心,0,0,101873
U148,大血藤,S483,饮食过量,0,0,101873
U372,黄连,S189,共济失调步态,0,0,101873
U129,椿皮,S501,主观性眩晕,0,0,101873
U784,天冬,S33,关节肿胀,0,0,101873
U685,山豆根,S360,湿疹性皮炎,0,0,101873
U104,沉香,S420,细支气管炎,0,0,101873
U674,桑白皮,S138,蛋白尿,0,0,101873
U384,鸡冠花,S360,湿疹性皮炎,0,0,101873
U901,玄参,S345,神经痛,0,0,101868.5
U43,白芷,S345,神经痛,0,0,101853
U103,车前子,S398,痛觉过敏,0,0,101853
U858,细辛,S397,痛觉,0,0,101853
U973,云芝,S398,痛觉过敏,0,0,101853
U874,香薷,S398,痛觉过敏,0,0,101801.5
U89,草豆蔻,S398,痛觉过敏,0,0,101801.5
U150,大枣,S48,咳嗽,1,1,101801.5
U146,大青叶,S318,气胸,0,0,101801.5
U898,徐长卿,S345,神经痛,0,0,101801.5
U721,石菖蒲,S398,痛觉过敏,0,0,101801.5
U584,木香,S27,腹痛,1,1,101801.5
U401,焦槟榔,S398,痛觉过敏,0,0,101801.5
U393,蒺藜,S398,痛觉过敏,0,0,101801.5
U199,独一味,S87,头痛,0,0,101694.5
U169,地丁,S260,快感缺乏,0,0,101694.5
U319,黑芝麻,S62,呕吐,0,0,101694.5
U700,蛇床子,S119,鼻窦炎,0,0,101694.5
U228,蜂蜜,S27,腹痛,0,0,101694.5
U410,金果榄,S07,便溏,0,0,101694.5
U785,天花粉,S07,便溏,0,1,101694.5
U437,韭菜,S65,皮肤瘙痒,0,0,101694.5
U476,连翘,S75,视力受损,0,1,101694.5
U1031,紫苏叶,S368,睡眠呼吸障碍,0,0,101694.5
U59,北沙参,S95,消瘦,0,1,101694.5
U789,天南星,S170,肝功能异常,0,0,101694.5
U941,伊贝母,S104,厌食,0,0,101694.5
U72,扁豆,S62,呕吐,0,1,101694.5
U834,吴茱萸,S306,皮疹,0,0,101694.5
U644,青叶胆,S397,痛觉,0,0,101694.5
U462,辣椒,S109,意识障碍,0,0,101694.5
U970,远志,S17,恶心,0,1,101694.5
U659,肉桂,S17,恶心,0,1,101694.5
U628,前胡,S294,排便疼痛,0,0,101694.5
U859,夏枯草,S104,厌食,0,0,101694.5
U43,白芷,S294,排便疼痛,0,0,101694.5
U766,苏木,S398,痛觉过敏,0,0,101694.5
U859,夏枯草,S116,白细胞减少症,0,0,101694.5
U995,栀子,S02,半身不遂,0,0,101694.5
U602,牛膝,S64,皮肤可见出血点,0,0,101694.5
U43,白芷,S125,不孕症，不育症,0,0,101694.5
U505,芦荟,S109,意识障碍,0,0,101694.5
U795,甜瓜子,S95,消瘦,0,0,101694.5
U736,柿蒂,S306,皮疹,0,0,101694.5
U637,青黛,S306,皮疹,0,0,101694.5
U454,苦楝皮,S169,腹膜炎,0,0,101694.5
U201,杜仲,S109,意识障碍,0,1,101694.5
U202,杜仲叶,S109,意识障碍,0,0,101694.5
U736,柿蒂,S20,发热,0,0,101694.5
U142,大戟,S306,皮疹,0,0,101694.5
U968,芫花,S148,恶病质,0,0,101694.5
U189,冬瓜皮,S95,消瘦,0,0,101694.5
U661,乳香,S62,呕吐,0,1,101694.5
U335,厚朴,S17,恶心,1,1,101694.5
U467,老鹳草,S07,便溏,0,0,101694.5
U195,豆蔻,S17,恶心,0,1,101694.5
U119,川乌,S260,快感缺乏,0,0,101694.5
U758,四季青,S71,身黄,0,0,101694.5
U682,沙苑子,S17,恶心,0,1,101694.5
U667,三颗针,S109,意识障碍,0,0,101694.5
U363,黄柏,S33,关节肿胀,0,0,101694.5
U859,夏枯草,S27,腹痛,1,1,101694.5
U164,党参,S359,失用症/运用障碍,0,0,101694.5
U648,全蝎,S87,头痛,0,0,101694.5
U504,芦根,S158,发育性语言障碍,0,0,101694.5
U199,独一味,S25,浮肿,0,0,101694.5
U884,小蓟,S318,气胸,0,0,101694.5
U305,诃子,S318,气胸,0,0,101694.5
U63,荜澄茄,S65,皮肤瘙痒,0,0,101694.5
U488,刘寄奴,S318,气胸,0,0,101694.5
U59,北沙参,S109,意识障碍,0,1,101694.5
U898,徐长卿,S22,烦躁,0,0,101694.5
U4,矮地茶,S71,身黄,0,0,101694.5
U214,防风,S318,气胸,0,0,101694.5
U658,肉豆蔻,S02,半身不遂,0,0,101694.5
U504,芦根,S71,身黄,0,1,101694.5
U62,荜茇,S80,四肢抽搐,0,0,101694.5
U1031,紫苏叶,S71,身黄,0,1,101694.5
U709,射干,S170,肝功能异常,0,0,101694.5
U375,黄芩,S215,肌肉无力,0,0,101694.5
U682,沙苑子,S65,皮肤瘙痒,0,0,101694.5
U789,天南星,S498,智力障碍,0,0,101694.5
U899,续断,S06,便秘,0,1,101694.5
U544,蔓荆子,S38,呼吸困难,0,0,101694.5
U305,诃子,S299,皮肤干燥,0,0,101694.5
U959,鱼腥草,S71,身黄,0,1,101694.5
U697,山茱萸,S64,皮肤可见出血点,0,0,101694.5
U630,茜草,S65,皮肤瘙痒,0,1,101694.5
U286,桂枝,S65,皮肤瘙痒,0,1,101694.5
U1033,紫菀,S306,皮疹,0,0,101694.5
U103,车前子,S95,消瘦,0,1,101694.5
U793,天竺黄,S106,抑郁,0,0,101694.5
U206,鹅不食草,S21,乏力,0,0,101694.5
U657,肉苁蓉,S119,鼻窦炎,0,0,101694.5
U313,鹤虱,S169,腹膜炎,0,0,101694.5
U260,藁本,S299,皮肤干燥,0,0,101694.5
U899,续断,S71,身黄,1,1,101694.5
U952,淫羊藿,S17,恶心,0,1,101694.5
U196,独活,S359,失用症/运用障碍,0,0,101694.5
U687,山椒,S447,血管炎,0,0,101694.5
U607,藕,S17,恶心,0,0,101694.5
U647,瞿麦,S95,消瘦,0,0,101694.5
U207,儿茶,S90,胃脘嘈杂,0,0,101694.5
U393,蒺藜,S64,皮肤可见出血点,0,0,101694.5
U627,牵牛子,S88,头晕,0,1,101694.5
U820,王不留行,S27,腹痛,0,1,101694.5
U382,藿香,S213,肌肉痉挛,0,0,101694.5
U13,菝葜,S300,畏光,0,0,101694.5
U76,槟榔,S119,鼻窦炎,0,0,101694.5
U387,鸡血藤,S109,意识障碍,0,0,101694.5
U271,骨碎补,S65,皮肤瘙痒,0,1,101694.5
U262,葛根,S22,烦躁,0,0,101694.5
U247,甘松,S20,发热,0,0,101694.5
U141,大黄,S73,声音嘶哑,0,1,101694.5
U160,淡豆豉,S95,消瘦,0,0,101694.5
U639,青果,S501,主观性眩晕,0,0,101694.5
U559,玫瑰花,S306,皮疹,0,0,101694.5
U50,板蓝根,S294,排便疼痛,0,0,101694.5
U393,蒺藜,S106,抑郁,0,0,101694.5
U399,降香,S62,呕吐,0,0,101694.5
U734,石韦,S62,呕吐,0,0,101694.5
U87,苍术,S17,恶心,0,1,101694.5
U519,罗布麻叶,S294,排便疼痛,0,0,101694.5
U79,补骨脂,S299,皮肤干燥,0,0,101694.5
U274,瓜蒌,S260,快感缺乏,0,0,101694.5
U10,巴豆,S306,皮疹,0,0,101694.5
U268,枸杞,S106,抑郁,0,0,101694.5
U674,桑白皮,S380,特发性血小板减少性紫癜,0,0,101694.5
U575,木鳖子,S483,饮食过量,0,0,101662.5
U890,薤白,S398,痛觉过敏,0,0,101613
U147,大蒜,S27,腹痛,0,0,101613
U785,天花粉,S397,痛觉,0,0,101613
U205,莪术,S87,头痛,0,1,101613
U124,穿山龙,S398,痛觉过敏,0,0,101613
U721,石菖蒲,S20,发热,0,1,101613
U34,白前,S398,痛觉过敏,0,0,101613
U856,豨莶草,S398,痛觉过敏,0,0,101613
U440,菊花,S87,头痛,0,1,101613
U374,黄芪,S397,痛觉,0,0,101613
U188,冬虫夏草,S27,腹痛,0,0,101613
U265,钩藤,S20,发热,0,0,101613
U423,金银花,S87,头痛,0,1,101613
U18,白果,S65,皮肤瘙痒,0,0,101613
U39,白薇,S25,浮肿,0,1,101613
U90,草果仁,S398,痛觉过敏,0,0,101613
U569,墨旱莲,S87,头痛,0,1,101613
U694,山楂,S398,痛觉过敏,0,0,101613
U146,大青叶,S299,皮肤干燥,0,0,101613
U321,红参,S345,神经痛,0,0,101613
U375,黄芩,S397,痛觉,0,0,101613
U234,佛手,S345,神经痛,0,0,101613
U39,白薇,S27,腹痛,0,1,101613
U858,细辛,S98,胸痛,0,0,101613
U474,荔枝核,S07,便溏,0,0,101613
U196,独活,S345,神经痛,0,0,101613
U168,灯心草,S87,头痛,0,0,101613
U862,仙茅,S345,神经痛,0,0,101613
U234,佛手,S398,痛觉过敏,0,0,101613
U168,灯心草,S345,神经痛,0,0,101613
U539,满山红,S398,痛觉过敏,0,0,101613
U205,莪术,S07,便溏,0,1,101613
U859,夏枯草,S398,痛觉过敏,0,0,101613
U321,红参,S398,痛觉过敏,0,0,101613
U79,补骨脂,S360,湿疹性皮炎,0,0,101588.5
U52,半边莲,S06,便秘,0,1,101588.5
U644,青叶胆,S104,厌食,0,0,101588.5
U785,天花粉,S428,小脑性共济失调,0,0,101588.5
U594,牛蒡子,S109,意识障碍,0,1,101588.5
U861,仙鹤草,S21,乏力,1,1,101588.5
U12,巴戟天,S368,睡眠呼吸障碍,0,0,101588.5
U34,白前,S483,饮食过量,0,0,101588.5
U691,山柰,S69,气促,0,0,101588.5
U650,人参,S22,烦躁,0,1,101588.5
U951,银杏叶,S148,恶病质,0,0,101588.5
U390,积雪草,S213,肌肉痉挛,0,0,101588.5
U260,藁本,S14,多汗,0,0,101351
U185,丁香,S95,消瘦,0,0,101351
U597,牛黄,S420,细支气管炎,0,0,101351
U305,诃子,S189,共济失调步态,0,0,101351
U795,甜瓜子,S169,腹膜炎,0,0,101351
U382,藿香,S217,肌张力障碍,0,0,101351
U871,香加皮,S148,恶病质,0,0,101351
U669,三七,S213,肌肉痉挛,0,0,101351
U533,马兜铃,S445,学习障碍,0,0,101351
U38,白头翁,S109,意识障碍,0,0,101351
U860,夏天无,S80,四肢抽搐,0,0,101351
U374,黄芪,S116,白细胞减少症,0,0,101351
U734,石韦,S420,细支气管炎,0,0,101351
U106,陈皮,S169,腹膜炎,0,0,101351
U112,虫白蜡,S27,腹痛,0,0,101351
U1030,紫苏梗,S80,四肢抽搐,0,0,101351
U669,三七,S106,抑郁,0,0,101351
U709,射干,S33,关节肿胀,0,0,101351
U650,人参,S273,慢性进行性眼外肌麻痹,0,0,101351
U54,半夏,S121,鼻炎,0,0,101351
U639,青果,S33,关节肿胀,0,0,101351
U148,大血藤,S119,鼻窦炎,0,0,101351
U785,天花粉,S360,湿疹性皮炎,0,0,101351
U269,谷精草,S106,抑郁,0,0,101351
U903,旋覆花,S06,便秘,1,1,101351
U568,明党参,S420,细支气管炎,0,0,101351
U467,老鹳草,S06,便秘,0,0,101351
U607,藕,S273,慢性进行性眼外肌麻痹,0,0,101351
U156,丹皮,S21,乏力,1,1,101351
U243,覆盆子,S33,关节肿胀,0,0,101351
U164,党参,S119,鼻窦炎,0,0,101351
U533,马兜铃,S282,脑积水的不良事件,0,0,101351
U597,牛黄,S119,鼻窦炎,0,0,101351
U242,附子,S445,学习障碍,0,0,101153
U682,沙苑子,S75,视力受损,0,0,101106.5
U647,瞿麦,S398,痛觉过敏,0,0,101106.5
U325,红花,S318,气胸,0,0,101106.5
U101,常山,S64,皮肤可见出血点,0,0,101106.5
U858,细辛,S294,排便疼痛,0,0,101106.5
U319,黑芝麻,S87,头痛,0,0,101106.5
U155,丹参,S17,恶心,1,1,101106.5
U335,厚朴,S87,头痛,0,1,101106.5
U869,香附,S27,腹痛,1,1,101106.5
U869,香附,S106,抑郁,0,0,101106.5
U408,金沸草,S27,腹痛,0,0,101106.5
U903,旋覆花,S398,痛觉过敏,0,0,101106.5
U963,郁金,S80,四肢抽搐,0,1,101106.5
U4,矮地茶,S345,神经痛,0,0,101106.5
U1010,猪苓,S345,神经痛,0,0,101106.5
U569,墨旱莲,S294,排便疼痛,0,0,101106.5
U214,防风,S07,便溏,0,1,101106.5
U54,半夏,S62,呕吐,0,1,101106.5
U679,桑叶,S397,痛觉,0,0,101106.5
U408,金沸草,S17,恶心,0,0,101106.5
U1031,紫苏叶,S17,恶心,0,1,101106.5
U10,巴豆,S17,恶心,0,0,101106.5
U430,荆芥,S87,头痛,0,1,101106.5
U594,牛蒡子,S27,腹痛,0,1,101106.5
U519,罗布麻叶,S87,头痛,0,0,101106.5
U716,生姜,S397,痛觉,0,0,101106.5
U62,荜茇,S62,呕吐,0,0,101106.5
U174,地黄,S25,浮肿,0,1,101106.5
U146,大青叶,S07,便溏,0,0,101106.5
U417,金荞麦,S98,胸痛,0,0,101106.5
U451,苦参,S27,腹痛,0,1,101106.5
U39,白薇,S398,痛觉过敏,0,0,101106.5
U195,豆蔻,S345,神经痛,0,0,101106.5
U462,辣椒,S27,腹痛,0,0,101106.5
U569,墨旱莲,S397,痛觉,0,0,101106.5
U393,蒺藜,S17,恶心,0,1,101106.5
U383,鸡骨草,S345,神经痛,0,0,101106.5
U612,枇杷叶,S345,神经痛,0,0,101106.5
U150,大枣,S98,胸痛,0,1,101106.5
U331,洪连,S20,发热,0,0,101106.5
U351,花椒,S07,便溏,0,1,101106.5
U142,大戟,S87,头痛,0,0,101106.5
U120,川芎,S345,神经痛,0,0,101106.5
U180,地榆,S398,痛觉过敏,0,0,101106.5
U829,乌药,S397,痛觉,0,0,101106.5
U374,黄芪,S27,腹痛,1,1,101106.5
U734,石韦,S20,发热,0,0,101106.5
U308,何首乌,S48,咳嗽,0,1,101106.5
U262,葛根,S397,痛觉,0,0,101106.5
U803,通草,S87,头痛,0,0,101106.5
U891,辛夷,S398,痛觉过敏,0,0,101106.5
U17,白附子,S345,神经痛,0,0,101106.5
U24,白芥子,S07,便溏,0,1,101106.5
U211,番泻叶,S294,排便疼痛,0,0,101106.5
